,id,created_at,tweet_clean,sentiment,sentiment_category
852,752192639403896833,2016-07-10 17:27:54,"' Use of word "" beta "" is explicitly so that don \' t get comfortable . It is not beta in the standard sense .'",0.5106,positive
853,752190828798353408,2016-07-10 17:20:43,"' Misunderstanding of what "" beta "" to for Autopilot : any system w less than 1B of real world driving \ n",-0.4215,negative
854,752184088111362048,2016-07-10 16:53:56,""" Today is ' s birthday . I hope he what we ' done in his name .""",0.4404,positive
855,752182992982843392,2016-07-10 16:49:35,"' Working on Top Secret , Part 2 . to publish later this week .'",0.2023,positive
856,751648486416871424,2016-07-09 05:25:38,"' Story was fed to LAT & ; many other media to counter $ 5T / year fossil subsidy study . Hey , both have a 5 !'",0.0,neutral
857,751647322375876608,2016-07-09 05:21:01,' seriously ',-0.1779,negative
858,751635420644044800,2016-07-09 04:33:43,""" Love . & ; won ' t even answer top 3 . Some really funny about",0.9168,positive
859,751516148739416064,2016-07-08 20:39:47,"' Model S had the probability of injury of any car ever tested by , which is why ...",-0.4215,negative
860,751513849770053632,2016-07-08 20:30:38,""" : Musk ' s Unbelievably Simple 12 - minute Killer Break Down on Climate Change : via \ xe2 \ x80 \ xa6 """,-0.6486,negative
861,751513637861224449,2016-07-08 20:29:48,' thanks ',0.4404,positive
862,751318492775747586,2016-07-08 07:34:22,"' true , good point '",0.6908,positive
863,751304230594613248,2016-07-08 06:37:41,""" No , you were misleading mostly on your own , but w many . just lost it ' s sense of irony & ; ' t get my tweet .""",-0.6908,negative
864,751034693684912128,2016-07-07 12:46:39,' : How the media screwed up the fatal accident,-0.8689,negative
865,750838518524542980,2016-07-06 23:47:07,"' cool , thanks :)'",0.6369,positive
866,750837854021058560,2016-07-06 23:44:28,' The term of self - driving would probably be more appropriate then .',0.0,neutral
867,750837202398093312,2016-07-06 23:41:53,"' In other , the intended implication is that a driver must remain alert , just as a pilot must remain alert .'",0.5267,positive
868,750836652109594626,2016-07-06 23:39:42,"' Autopilot is after aircraft autopilot , as it is always that a pilot must stay alert .'",0.296,positive
869,750835746613915648,2016-07-06 23:36:06,"' All publicly known product are out , and . Would be odd * not * to include .'",-0.3182,negative
870,750829352229695488,2016-07-06 23:10:41,' response to the misleading Fortune about Autopilot,-0.4019,negative
871,750820987676061696,2016-07-06 22:37:27,' \ xe2 \ x80 \ xa6,0.0,neutral
872,750593838264246272,2016-07-06 07:34:51,' : to would turn a 300 - mile trip into a 28 - minute ride,0.0,neutral
873,750446098020503552,2016-07-05 21:47:47,' Because of course I hate ...( maybe try eating flamingo in your salad )\ n,-0.5719,negative
874,750354728169644032,2016-07-05 15:44:42,' defense Exactly ! I love Twitter .',0.7177,positive
875,750353176570789888,2016-07-05 15:38:32,' Wrong to exclude non - occupant . Autopilot would have this cyclist from being,-0.6124,negative
876,750351150382194688,2016-07-05 15:30:29,"' If you care about auto as material to stock , why no about 1M +/ year from other auto ?'",0.25,positive
877,750350191044259840,2016-07-05 15:26:41,""" Yes , it was material to you -- article your advertising revenue . Just ' t material to , as shown by market .""",0.4019,positive
878,750330135723769856,2016-07-05 14:06:59,"' : 1 . 3 million people die a year in car . Yet , 1 person in a on autopilot and people decry driverless \ xe2 \ x80 \ xa6 '",-0.5994,negative
879,748625979271045121,2016-06-30 21:15:16,' Radar out what like an overhead road sign to avoid false ',0.0772,positive
880,748620607105839104,2016-06-30 20:53:56,' Our for the tragic loss,-0.6486,negative
881,748144067972759552,2016-06-29 13:20:20,' . Then love - devouring death do what he dare ; \ nIt is enough I may but call her mine .',0.0387,positive
882,748141575163654144,2016-06-29 13:10:25,' ',0.0,neutral
883,748140919501656066,2016-06-29 13:07:49,"' My son recently what my favorite animal was . Well , of course \ xe2 \ x80 \ xa6",0.6249,positive
884,748136300952182785,2016-06-29 12:49:28,' Thoughtful analysis of the / merger by,0.3818,positive
885,747887079808327680,2016-06-28 20:19:09,' Thanks for the kind !',0.7644,positive
886,747300198750183424,2016-06-27 05:27:06,' cute !',0.5093,positive
887,747298912986226689,2016-06-27 05:21:59,' exactly ',0.0,neutral
888,747298731691696130,2016-06-27 05:21:16,""" We haven ' t anything for a factory in China """,0.0,neutral
889,747298044861784064,2016-06-27 05:18:32,"' , deranged , . Journalistic thesaurus sure got a lot of use last week ...\ n",0.3182,positive
890,746242506816262144,2016-06-24 07:24:12,' : is done being an \ xe2 \ x80 \ x94it is now an energy company :,0.2732,positive
891,745424036121837568,2016-06-22 01:11:54,"' Article is misleading to . No one is "" taking home "" anything . In a stock for stock transaction , nothing comes off the table .'",-0.5994,negative
892,745010737215504384,2016-06-20 21:49:36,' Of course . Our love will never die .',0.8098,positive
893,744919583102951424,2016-06-20 15:47:23,' This is going to be great \ n,0.6249,positive
894,744552907563991040,2016-06-19 15:30:20,' Drive and battery are sealed ',0.0,neutral
895,744552621072064512,2016-06-19 15:29:12,"' If curious car , am still to do a sports sub car that can drive on . Just a side project . Limited market potential :)'",0.1027,positive
896,744551674082136066,2016-06-19 15:25:26,""" We * * don ' t this , but Model S well enough to turn it into a boat for short of time . Thrust via wheel rotation .""",0.3919,positive
897,744549842496655360,2016-06-19 15:18:10,' owner through a flooded tunnel & ; out the other side \ n,0.0,neutral
898,743603466631733248,2016-06-17 00:37:36,""" As at the beginning of the year , I ' m ~ 70 % success rate on for the year . 2016 is the year of experimentation .""",0.5719,positive
899,743602894226653184,2016-06-17 00:35:20,' like early liquid oxygen depletion engine shutdown just above the deck,0.3612,positive
900,743602229307805696,2016-06-17 00:32:41,"' Turns out the landing was not as fast we thought , but still hard enough to destroy the primary airframe and accordion the '",-0.7469,negative
901,743600755739754497,2016-06-17 00:26:50,' Thanks ',0.4404,positive
902,743102502225076227,2016-06-15 15:26:57,' Landing video will be posted when we gain access to on the later today . Maybe impact to date . still .',0.5267,positive
903,743099301174247424,2016-06-15 15:14:14,' underway to enable rocket to compensate for a thrust shortfall on one of the three landing . Probably get there end of year .',0.0,neutral
904,743098357728444418,2016-06-15 15:10:29,' Quite rapid ... Yes ',0.4522,positive
905,743097668725940225,2016-06-15 15:07:44,' RUD = Rapid Unscheduled Disassembly :)',0.0,neutral
906,743097337782763521,2016-06-15 15:06:26,' like thrust was low on 1 of 3 landing . High g v sensitive to all operating at .',0.1027,positive
907,743096769001578498,2016-06-15 15:04:10,"' Ascent phase & ; look good , but booster rocket had a RUD on '",0.2382,positive
908,742984460073832448,2016-06-15 07:37:53,"' : launch tomorrow of SA & ; communication . 45 - min window 10 : 29am , 2 : 29pm",0.0,neutral
909,742120520678703105,2016-06-12 22:24:54,' Highly recommend anything by,0.4201,positive
910,742117913788719104,2016-06-12 22:14:33,"' Am concerned that advanced life may be inherently unstable . , any capable of itself eventually will .'",0.2732,positive
911,742117250799280128,2016-06-12 22:11:55,"' Life you can talk to is another matter , of course . Many , many of magnitude less likely .'",0.0258,positive
912,742116619481014272,2016-06-12 22:09:24,' No way . Look at and . Primitive life is bloody everywhere . Highly under the ice on .',-0.6249,negative
913,742115725477744640,2016-06-12 22:05:51,' Hence the urgency of making life as we know it as soon as possible ',0.0,neutral
914,742108893459800065,2016-06-12 21:38:42,"' That , speed of light constraint and quantum mechanics '",0.0,neutral
915,742108297122054147,2016-06-12 21:36:20,""" And , no , I ' m not an alien ... but I used to be one """,-0.1531,negative
916,742107564733661186,2016-06-12 21:33:25,""" Latest science & ; trillion alien . Either they don ' t last long or there are a * lot * of",0.0,neutral
917,741442624611966976,2016-06-11 01:31:11,""" Yeah , that what we ' found so far . More likely than nefarious .""",0.296,positive
918,741412152288808960,2016-06-10 23:30:06,' Would seem to indicate that one or more people sought to create the false impression of a safety issue where none . Q is why ?',0.7003,positive
919,741411531582115841,2016-06-10 23:27:38,"' Of greater concern : 37 of 40 suspension to were fraudulent , i . e . false location or vehicle identification were used '",-0.1779,negative
920,741410425787404288,2016-06-10 23:23:14,' confirmed today that they found no safety concern with the Model S suspension and have no further need for data from us on this matter ',-0.1217,negative
921,741341906999771136,2016-06-10 18:50:58,' That is correct . It was about innovation .',0.3818,positive
922,741315106370244609,2016-06-10 17:04:28,' Nice comment about the Model S by on,0.4215,positive
923,741165774253871104,2016-06-10 07:11:05,' : A grain of salt,0.0,neutral
924,741165690506248192,2016-06-10 07:10:45,"' : After , this the price $ 58 . 5K Federally and $ 56K in",0.0,neutral
925,740728719065665536,2016-06-09 02:14:23,' no ',-0.296,negative
926,740723195431538689,2016-06-09 01:52:26,' Something about a flying metal suit ...\ n \ n,0.0,neutral
927,740540471081062401,2016-06-08 13:46:21,' yes ',0.4019,positive
928,740387141591535616,2016-06-08 03:37:04,' S and X are also ',0.0,neutral
929,740383850820296707,2016-06-08 03:24:00,' Would like to clarify that is working exclusively with for Model 3 . News otherwise are incorrect .',0.3612,positive
930,740296489532948480,2016-06-07 21:36:51,' Fourth rocket in the hangar . Aiming for first in Sept / .,0.0,neutral
931,740259255417208832,2016-06-07 19:08:54,""" : Elite ' s AI super and hunting . is here",0.5994,positive
932,739631614100004864,2016-06-06 01:34:53,"' , of course '",0.0,neutral
933,739594006762393600,2016-06-05 23:05:26,' Highly recommend by the good people of if you like team action \ n,0.8016,positive
934,739573737331298306,2016-06-05 21:44:54,"' : Next launch June 14 from Cape \ xe2 \ x80 \ x93 45 minute launch window at 10 : 32am , 2 : 32pm",0.0,neutral
935,739557011554066432,2016-06-05 20:38:26,',0.0,neutral
936,739509168722186241,2016-06-05 17:28:19,' I love ! My favorite spaceship ever is in .',0.8172,positive
937,739193563938856960,2016-06-04 20:34:13,' Exactly,0.0,neutral
938,739185293664747520,2016-06-04 20:01:22,' Good article from explaining how little have actually to,0.4404,positive
939,739176652517707776,2016-06-04 19:27:01,' how did you know ?',0.0,neutral
940,739006012749799424,2016-06-04 08:08:58,' a neural lace is the thing that really for humanity to achieve symbiosis with ',0.0,neutral
941,739004504289353729,2016-06-04 08:02:58,' exactly ',0.0,neutral
942,739001483249618948,2016-06-04 07:50:58,' It is all the way down ',0.0,neutral
943,738998975118737408,2016-06-04 07:41:00,""" At this point , I ' m really running out of crazy to say . Any ?\ n",-0.34,negative
944,738856423656808448,2016-06-03 22:14:33,' control of super powerful AI by a small number of is the most proximate concern ',0.7906,positive
945,738805691528318976,2016-06-03 18:52:57,' Just that will ban new of fuel in 2025 . What an amazingly awesome country . You rock !!,0.335,positive
946,738775567055523841,2016-06-03 16:53:15,"' , baby made it home !\ n",0.0,neutral
947,738544730573672448,2016-06-03 01:35:59,""" : It ' s a bird , it ' s a plane ...",0.0,neutral
948,738471747540783104,2016-06-02 20:45:59,' will be added soon ',0.0,neutral
949,738470842695176192,2016-06-02 20:42:23,' Recode interview with and via ',0.0,neutral
950,738191872502423552,2016-06-02 02:13:52,""" Supercharger policy well by :\ n \ n post detailed description soon . I think it ' s a good balance .""",0.4019,positive
951,737859967450021889,2016-06-01 04:14:59,' Good summary of annual meeting by,0.4404,positive
952,737102578828206080,2016-05-30 02:05:24,' Sorry to hear that . Will take care of this & ; investigate to see if you are systemic .',0.4404,positive
953,736787058170068993,2016-05-29 05:11:38,' So it was good for you too ...,0.4877,positive
954,736380977354657792,2016-05-28 02:18:00,""" Fast replay of today ' s rocket landing on \ n",0.0,neutral
955,736373856823181312,2016-05-28 01:49:43,"' Very similar . The crush core in the Falcon is after soft , but needs to be after hard .'",-0.2574,negative
956,736328917317910528,2016-05-27 22:51:08,' Crush core is aluminum honeycomb for energy absorption in the actuator . Easy to replace ( if Falcon it back to port ).',0.5267,positive
957,736320322996076548,2016-05-27 22:16:59,"' Rocket landing speed was close to design & ; used up contingency crush core , hence back & ; forth motion . Prob , but some risk of tipping .'",-0.4497,negative
958,736319295345434625,2016-05-27 22:12:54,"' Satellite to 91 , 000 apogee . All good .'",0.4404,positive
959,736310020644569088,2016-05-27 21:36:03,' 3 to launch,0.0,neutral
960,735965207625932801,2016-05-26 22:45:53,"' There was a tiny in the motion of an upper stage engine actuator . Probably not a flight risk , but still worth investigating .'",0.4131,positive
961,735891878827167745,2016-05-26 17:54:30,' : Weather 90 % go for 5 : 40pm launch today . landing -- very hot and fast first - stage,0.0,neutral
962,735609727241965568,2016-05-25 23:13:20,' : We have some fantastic new team : Welcome !',0.784,positive
963,735480275988156418,2016-05-25 14:38:57,' Really fun Model X review by . Best part is X racing while towing a fuel sports car \ n,0.8313,positive
964,735479613502066690,2016-05-25 14:36:19,' : daughter of scientist \ xe2 \ x80 \ xa6,0.0,neutral
965,734274360588926976,2016-05-22 06:47:04,"' Flight 24 is capable of flying again , but it sense to apply ground delta to rocket w entry .'",0.2023,positive
966,733362268570669056,2016-05-19 18:22:44,' Great image of ancient,0.6249,positive
967,733160158633689088,2016-05-19 04:59:37,""" : ! Why ' t you this ? It ' s awesome sauce ! """,0.6892,positive
968,733097749336330240,2016-05-19 00:51:38,' : Photographer unexpectedly Falcon 9 second stage burn and first stage entry,0.0,neutral
969,733021242744135680,2016-05-18 19:47:37,""" No prob . We care about doing what ' s fair & ; just . Don ' t always get it right , but intent is always there & ; we make amends when wrong """,-0.4588,negative
970,733016945654517760,2016-05-18 19:30:33,"' Per the letter , $ 55 / for * additional * , so no .'",-0.4341,negative
971,733009265288314881,2016-05-18 19:00:02,"' Yes , but it is false of News to say that took advantage of low cost labor . We $ 55 / . That is unequivocal .'",0.1779,positive
972,733007602565570560,2016-05-18 18:53:25,"' We still need to make sure that the injured person is taken care of , but less & ; less of the story to be true '",0.6808,positive
973,733007230149107712,2016-05-18 18:51:56,' News story about $ 5 / labor to be missing a digit . actually $ 55 / .,-0.296,negative
974,732656393463832576,2016-05-17 19:37:50,"' Canada Totally agree . Am told this will be fixed by , maybe .'",0.4201,positive
975,732330010053222400,2016-05-16 22:00:55,' Full height of Falcon 9 boost stage on is ~ 165 ',0.4019,positive
976,732329443776024576,2016-05-16 21:58:40,"' Falcon Heavy side can use most of the same airframe as Falcon 9 , but center core needs to be buffed up a lot for transfer .'",0.0,neutral
977,732328928447057920,2016-05-16 21:56:37,' : Global warming is getting worse with record and widespread coral bleaching : ( ),-0.3612,negative
978,732247546924388353,2016-05-16 16:33:14,' Response to a News article about an injury on our \ n,-0.4215,negative
979,732066441554362368,2016-05-16 04:33:35,' Only about this today . like the wrong thing on many . Will investigate and make it right .',-0.1531,negative
980,732042627445460992,2016-05-16 02:58:57,"' Better . Not there yet , but a solution is likely .'",0.5994,positive
981,732041468085342210,2016-05-16 02:54:21,' yes ',0.4019,positive
982,732040492607643652,2016-05-16 02:50:28,' ',0.0,neutral
983,732019686901055488,2016-05-16 01:27:48,' : Totally . I did this up from a previous one to give it scale :,0.0,neutral
984,731984739012251648,2016-05-15 23:08:56,"' Most recent rocket took damage , due to v high entry velocity . Will be our life leader for ground to confirm are good .'",-0.0772,negative
985,731981135454986240,2016-05-15 22:54:36,""" Three ' s company",0.0,neutral
986,731605780969951232,2016-05-14 22:03:05,' will do another AMA just before of the rocket in a few ',0.0,neutral
987,731604873540685825,2016-05-14 21:59:29,' Dog snuggle thread on . get really good .,0.4927,positive
988,731596033621409792,2016-05-14 21:24:21,""" Excited to announce ' s entry into automotive racing !",0.4003,positive
989,731575001409720321,2016-05-14 20:00:46,"' : Seating at breakfast made me a enthusiast reporter . Base on table of next to me , the joy from the car is i \ xe2 \ x80 \ xa6 '",0.743,positive
990,731149922624380928,2016-05-13 15:51:40,"' : Only needs 30 to spread its , wherever you go",0.0,neutral
991,731149891213234178,2016-05-13 15:51:32,"' : \ xe2 \ x80 \ x9cModel S saved my husband , the father of our \ xe2 \ x80 \ x9d -",0.4215,positive
992,731149823118696448,2016-05-13 15:51:16,' : Cool view,0.3182,positive
993,730876543304491008,2016-05-12 21:45:21,' : Thanks for getting our science safely back to Earth ! Very important research .,0.8169,positive
994,730867197942206464,2016-05-12 21:08:13,' \ xc3 \ xa9n te ',0.0,neutral
995,730774320394330112,2016-05-12 14:59:09,' : Fantastic counter to misleading LA times article via ',0.2263,positive
996,730627568756383746,2016-05-12 05:16:01,""" It ' s probably the """,0.0,neutral
997,730624508814458880,2016-05-12 05:03:51,' Definitely \ n,0.4019,positive
998,730595677936324608,2016-05-12 03:09:18,',0.0,neutral
999,730592699011604481,2016-05-12 02:57:27,""" Full credit to the team that ' s doing this . All happening without any help from me .",0.088,positive
1000,730149561855959041,2016-05-10 21:36:35,' : Every day is Earth Day for,0.0,neutral
1001,730139225006309376,2016-05-10 20:55:31,' : Climate change is real and this visualization it,0.0,neutral
1002,729850448832659457,2016-05-10 01:48:01,' coming soon ',0.0,neutral
1003,729803850035564545,2016-05-09 22:42:51,' : Model X is the most amazing on the road,0.624,positive
1004,728808794910662656,2016-05-07 04:48:51,' Certainly agree that it is first and foremost a triumph for humanity . The cheering is in good spirit .',0.9313,positive
1005,728754091644440576,2016-05-07 01:11:29,' I think so ',0.0,neutral
1006,728753234811060224,2016-05-07 01:08:05,' is just 3X Merlin thrust and min is ~ 40 % of 1 Merlin . Two outer shut off before the center does .',0.0,neutral
1007,728748075930386432,2016-05-07 00:47:35,' I love you too !\ n,0.6696,positive
1008,728653875704520705,2016-05-06 18:33:16,' : crash flew 82 in the air . All 5 without help,-0.607,negative
1009,728583269076242432,2016-05-06 13:52:42,"' Launch trajectory of commercial satellite - 14 , to 36 , 000 above Earth",0.0,neutral
1010,728514673084014593,2016-05-06 09:20:07,' Thank goodness all are ',0.6705,positive
1011,728462267893698561,2016-05-06 05:51:53,""" Yeah , this was a three engine landing burn , so triple deceleration of last flight . That ' s important to minimize gravity .""",0.4588,positive
1012,728459808270000128,2016-05-06 05:42:07,' May need to increase size of rocket storage hangar ',0.3182,positive
1013,728457279943495681,2016-05-06 05:32:04,' Woohoo !!,0.5972,positive
1014,728444313248489472,2016-05-06 04:40:32,"' Rocket is a lot faster and hotter than last time , so odds of making it are maybe even , but we should learn a lot either way '",0.0,neutral
1015,728432936953913345,2016-05-06 03:55:20,' : Falcon 9 and - 14 vertical on pad in advance of tonight \ xe2 \ x80 \ x99s 1 : 21am launch attempt,0.0,neutral
1016,728327602440536064,2016-05-05 20:56:46,""" is increasing the production ramp as fast as possible , but I ' d recommend a Model 3 soon if you want 2018 delivery """,0.5719,positive
1017,728126194244190208,2016-05-05 07:36:27,' yes ',0.4019,positive
1018,727341837334241281,2016-05-03 03:39:42,' : I just \ xe2 \ x80 \ x9cHey Jerkwater : Do your math on \ xe2 \ x80 \ xa6 \ xe2 \ x80 \ x9d ',0.0,neutral
1019,727263885150031872,2016-05-02 22:29:56,' : 32 cool about Model X,0.3182,positive
1020,727189428142235648,2016-05-02 17:34:04,' Filtering from air a significant & ; measurable to health . like to credit Larry Page with turning me on to this .',0.7096,positive
1021,727176162997313536,2016-05-02 16:41:22,' Defense Mode is real This is what when you turn it on :,0.128,positive
1022,726919920374554625,2016-05-01 23:43:09,""" Have been end of line production quality personally . down temporarily , but it ' s for the best .""",0.7783,positive
1023,726878573001216000,2016-05-01 20:58:51,' Historical precedent . vehicle will be metric .',0.0,neutral
1024,726878466382041089,2016-05-01 20:58:25,' next month ( with a lot of other good stuff )',0.4404,positive
1025,726829989119696896,2016-05-01 17:45:47,' exactly ',0.0,neutral
1026,726820238361120768,2016-05-01 17:07:03,"' sides , center maybe '",0.0,neutral
1027,726812607298998272,2016-05-01 16:36:43,' naturally ',0.0,neutral
1028,726651603906785285,2016-05-01 05:56:57,""" Falcon Heavy thrust will be 5 . 1M at -- twice any rocket currently flying . It ' s a beast ...""",0.0,neutral
1029,726650591359819776,2016-05-01 05:52:56,' F9 thrust at will be raised to 1 . 71M later this year . It is capable of 1 . 9M in flight .',0.3818,positive
1030,726579536410734592,2016-05-01 01:10:35,"' F9 on page ( correct figure on main page ) should be 22 , 800 '",0.0,neutral
1031,726561442636263425,2016-04-30 23:58:41,"' No cross feed . It would help performance , but is not for these .'",0.0644,positive
1032,726560848177561600,2016-04-30 23:56:19,' No physical to the engine . This thrust increase is based on delta . It is just than we thought .',0.0258,positive
1033,726559990480150528,2016-04-30 23:52:55,' performance are for expendable . Subtract 30 % to 40 % for booster .',0.0,neutral
1034,726559284306173952,2016-04-30 23:50:06,"' Basically current , but higher throttle setting . Good performance of recent us to reduce 3 sigma reserve margin .'",0.5927,positive
1035,726557903205756928,2016-04-30 23:44:37,' Just posted latest of Falcon 9 and Heavy,0.0,neutral
1036,726301598398312448,2016-04-30 06:46:09,' yes ',0.4019,positive
1037,726273493319311360,2016-04-30 04:54:28,' : ...,0.0,neutral
1038,726218218109444096,2016-04-30 01:14:50,""" turns out it ' t need """,0.0,neutral
1039,726217881080320000,2016-04-30 01:13:29,' yes ',0.4019,positive
1040,726217758229168129,2016-04-30 01:13:00,"' yes , several times '",0.4019,positive
1041,726217505560121344,2016-04-30 01:12:00,' for sure :)',0.3182,positive
1042,726217179683655680,2016-04-30 01:10:42,' like this should be shortly ',0.3612,positive
1043,726216836069515264,2016-04-30 01:09:20,' 100 + for almost everything 10 + for heat and a few other .',0.0,neutral
1044,726215924760485888,2016-04-30 01:05:43,""" ' t ( yet ) have a deep tech understanding of AI . I spend every week being educated by world ' s best .""",0.6369,positive
1045,726214236368576512,2016-04-30 00:59:01,"' is pushing the envelope as a very hot and fast mission , so will land on the . Next land landing in a few .'",0.0,neutral
1046,726213728278962176,2016-04-30 00:56:59,' System scan only 0 . 2 % of with same and physical address . Those have been .',0.0,neutral
1047,726210827699806208,2016-04-30 00:45:28,' of course ',0.0,neutral
1048,726210366766632960,2016-04-30 00:43:38,' Temporary spike in some due to X 3rd row seat recall . Should be sorted by June .',0.0,neutral
1049,726183794215022592,2016-04-29 22:58:03,"' will be . of 2 will be to any one person . Only ~ 5 % of are 2 , so speculation unlikely .'",0.0,neutral
1050,726127265612881920,2016-04-29 19:13:25,""" Simple answer is that there just ' t many used available . Demand & ;& ; supply .""",-0.128,negative
1051,726125524091723777,2016-04-29 19:06:30,' into it ...',0.0,neutral
1052,725463020411875328,2016-04-27 23:13:57,"' : Recently tested Dragon 2 \ xe2 \ x80 \ x99s propulsive landing system at our , facility . Key for landing",0.0,neutral
1053,725396229887119360,2016-04-27 18:48:33,"' ai : Our reinforcement learning , Gym , is now in public beta :",0.0,neutral
1054,725367703045730304,2016-04-27 16:55:11,' will definitely do so ',0.4019,positive
1055,725366265322172416,2016-04-27 16:49:28,""" some are than , but yes . That ' s the value of a PICA - 3 heat shield with propulsive landing .""",0.7684,positive
1056,725365829479460864,2016-04-27 16:47:45,"' It could land on no problem , but would last maybe a few . Tough local environment .'",-0.4939,negative
1057,725365200098988032,2016-04-27 16:45:14,""" But ' t recommend transporting beyond Earth - moon region . ' t be fun for longer . Internal volume ~ size of .""",0.8271,positive
1058,725364699303301120,2016-04-27 16:43:15,' Dragon 2 is designed to be able to land anywhere in the solar system . Red Dragon mission is the first test flight .',0.0,neutral
1059,725351655433068544,2016-04-27 15:51:25,"' : to send Dragon to as soon as 2018 . Red will inform overall architecture , to come",0.0,neutral
1060,725028258614370304,2016-04-26 18:26:21,' : in fuel cell hydrogen are to physics and going electric,0.0,neutral
1061,724175962246500352,2016-04-24 09:59:38,' : Solar - powered plane journey across Pacific Ocean,0.0,neutral
1062,724160269480431620,2016-04-24 08:57:17,"' A 3 should be workable , but an S or particularly an X would be better '",0.5927,positive
1063,723752659446980608,2016-04-23 05:57:35,""" : Have you read our new 1 story for the year ? It ' s an exclusive look at the Model3 .",0.128,positive
1064,723260583047516160,2016-04-21 21:22:15,' : Lots of chatter about Model X \ xe2 \ x80 \ xa6I \ xe2 \ x80 \ x99ve had none . Most amazing car ever ! My Review :,-0.5545,negative
1065,723260501153710080,2016-04-21 21:21:55,' : My have gone through of open / close !,0.0,neutral
1066,722893014507491329,2016-04-20 21:01:40,' That article was incredibly misleading and you should know it . Wager right now that Sun received far more than ?',-0.4576,negative
1067,722891148126060545,2016-04-20 20:54:15,' like Model X resale value is holding up well :)\ n,0.7184,positive
1068,722816433910980608,2016-04-20 15:57:21,' : Model S highest - ever owner satisfaction rating of 97 . 46 %,0.4404,positive
1069,722637629351686144,2016-04-20 04:06:51,"' Aiming for relaunch in 3 to 4 , pending detailed examination and 10X of a returned booster '",0.0,neutral
1070,722599856460529665,2016-04-20 01:36:45,' We have - delivery inspection to provide a second layer of . Several being as a result .',0.0,neutral
1071,722598287396605953,2016-04-20 01:30:31,' By land and sea,0.0,neutral
1072,721946756984938497,2016-04-18 06:21:34,""" Will be interesting to see what the to is for these . Only took ' s Tay a day .",0.4019,positive
1073,721829237741621248,2016-04-17 22:34:35,' Owner video of Autopilot steering to avoid collision with a truck \ n,-0.5719,negative
1074,721823126414176257,2016-04-17 22:10:18,' play,0.34,positive
1075,721815145932951552,2016-04-17 21:38:36,"' Have recently come to appreciate the awesome , humor of Waiting for . We so often wait , without knowing why , when or where .'",0.836,positive
1076,721506316900900864,2016-04-17 01:11:25,' AA me too !',0.0,neutral
1077,720504138451283968,2016-04-14 06:49:07,' Great video history of Falcon 9 by Kinematic,0.6249,positive
1078,719780850338955265,2016-04-12 06:55:02,' : Falcon 9 rocket back at port,0.0,neutral
1079,719584703196504064,2016-04-11 17:55:37,' needs latest update ',0.0,neutral
1080,719571133389938688,2016-04-11 17:01:41,"' Activate autopilot 4X in quick succession for cowbell road . And , yes , we are more cowbell soon .'",0.5423,positive
1081,719429837157347328,2016-04-11 07:40:14,""" Not from us , but it ' s awesome """,0.7684,positive
1082,718982116667600896,2016-04-10 02:01:09,"' Well , I thought might be upset about their material without permission . Apparently not :)'",-0.128,negative
1083,718905750374916096,2016-04-09 20:57:42,' : More launch and landing here,0.0,neutral
1084,718865990373625857,2016-04-09 18:19:42,' Thanks ',0.4404,positive
1085,718686042434342912,2016-04-09 06:24:39,' yes ',0.4019,positive
1086,718682216876802048,2016-04-09 06:09:27,' : 4K footage from chase plane,0.0,neutral
1087,718607811958214656,2016-04-09 01:13:48,' : view of landing in high,0.0,neutral
1088,718598761832968192,2016-04-09 00:37:50,"' to orbital , the moon and will be a lot less than people think .'",0.0,neutral
1089,718598132888702976,2016-04-09 00:35:20,"' Just to write a note of appreciation for all those who have , & ; over the . Thank you .'",0.7003,positive
1090,718580558180261888,2016-04-08 23:25:30,' Thanks on behalf of an amazing team at !',0.7901,positive
1091,718571641949650944,2016-04-08 22:50:04,' Thanks !',0.4926,positive
1092,718548224441774082,2016-04-08 21:17:01,' Station Thanks for your support ! Looking forward to the goods for you .',0.7088,positive
1093,718546544966955008,2016-04-08 21:10:20,' : 1st stage landed on Of Course I Still Love You,0.6369,positive
1094,718532568312713216,2016-04-08 20:14:48,' : Propellant load underway for Falcon 9 . Launch will go live in about 10,0.0,neutral
1095,718532302154833920,2016-04-08 20:13:45,"' Screen cap from the stern cam of "" Of Course I Still Love You """,0.6369,positive
1096,718522065322532865,2016-04-08 19:33:04,"' for ocean landing are technical , not economic . Orbit extreme horizontal velocity . Getting to space needs none .'",0.0,neutral
1097,718497748840882176,2016-04-08 17:56:27,' : Launch of Dragon cargo ship to Station set for 4 : 43pm . Weather is 90 % GO :,0.0,neutral
1098,718272034166480896,2016-04-08 02:59:32,' produce enough zero carbon energy to charge entire fleet,0.2732,positive
1099,718232099145310208,2016-04-08 00:20:51,' Nickel is also in ',0.0,neutral
1100,718121595101782016,2016-04-07 17:01:44,""" Battery no rare Earth . Main ingredient is nickel , which is what ' s used to coat cutlery , so very non - toxic .""",-0.296,negative
1101,718112326889529344,2016-04-07 16:24:55,"' Over 325k or ~$ 14B in in first week . Only 5 % ordered of two , suggesting low of speculation .'",-0.2732,negative
1102,717755945003028480,2016-04-06 16:48:47,' the only thing beyond ludicrous is plaid ',-0.3612,negative
1103,717755302863441920,2016-04-06 16:46:14,"' yes , will go all the way to '",0.4019,positive
1104,717750457037246465,2016-04-06 16:26:58,' : This is Ludicrous . Model S P90D on 737 \ n,-0.3612,negative
